claim_id,claim_amount,claim_type,claim_date,claimant_age,claim_length,is_fraudulent,reserve_amount
1248,3349.3653311760663,home,2025-05-24,52,25,1,1881.0303156502346
1249,92092.69999678712,home,2025-08-29,64,2,0,61011.26782463457
1250,61703.36642062173,auto,2025-04-23,65,3,1,86078.28536200752
1251,79674.07536852002,auto,2025-08-15,35,26,1,94495.38340675863
1252,48204.082916103755,life,2025-01-15,31,24,1,36148.324768713595
1253,11819.088077343209,life,2024-12-16,52,22,0,6684.885257497997
1254,12606.060641034788,auto,2025-03-14,61,10,0,15008.968828090516
1255,68587.97219417425,life,2024-11-18,58,9,1,73554.2712894947
1256,43087.55890045632,health,2025-05-17,77,26,0,38973.53828670694
1257,20132.420197363637,home,2025-06-24,24,20,0,17386.588582348522
1258,49210.295219469546,life,2025-07-24,58,8,0,35274.64213600172
1259,6514.472813805895,health,2025-05-10,30,10,1,7619.400733435012
1260,58238.94305124844,auto,2024-10-12,35,19,1,85650.15151797909
1261,26972.441103066256,life,2025-05-13,54,3,1,18225.68967077772
1262,79776.1541536551,auto,2025-04-30,30,24,1,87523.74460289384
1263,31105.15969646502,home,2024-12-14,53,5,1,28746.923748065015
1264,45576.49289327194,auto,2025-08-16,48,3,1,43146.75179873642
1265,1260.8919368192535,health,2025-05-24,19,26,1,950.898224687332
1266,7337.444090676432,auto,2024-11-23,33,27,0,9723.103062771128
1267,39310.10628502781,health,2025-02-27,26,16,1,38730.50251694734
1268,48045.889588240636,life,2025-03-16,26,17,0,50131.36237044192
1269,60042.05275711844,life,2025-06-17,55,15,1,48319.49718304383
1270,29237.091613059394,health,2025-06-15,28,3,0,19934.09657326407
1271,69528.6904240416,home,2025-05-15,71,12,1,40737.58199758394
1272,86026.22747920154,home,2024-11-14,73,9,1,104446.08940405956
1273,78007.11379044564,home,2025-04-04,39,21,0,54311.226836433736
1274,4057.920652300879,life,2024-09-21,50,12,0,4829.231357557005
1275,48102.64403105711,life,2025-03-14,53,26,1,42829.46123783435
1276,10582.52482397567,home,2024-11-15,62,15,0,9691.209564644365
1277,24280.297084666494,auto,2025-08-30,40,2,1,23531.917532905696
1278,98667.59306738793,home,2024-09-18,62,23,1,85614.7099810387
1279,14335.304735861171,auto,2024-09-20,62,18,0,8610.070403931824
1280,49938.92652979047,home,2025-03-17,51,20,1,40432.14347591339
1281,61853.7578583801,auto,2024-11-27,26,12,1,71981.34335783964
1282,70276.25055735599,life,2024-11-29,41,23,1,81926.95669348366
1283,56008.90348034272,home,2025-07-03,25,4,1,44035.56133810416
1284,1076.1076571764474,home,2024-11-29,24,23,1,1033.1737881139472
1285,32713.48469357479,health,2025-06-09,53,16,0,22685.075279370383
1286,51819.393174132674,home,2025-01-04,35,23,1,36811.05019272159
1287,8877.863264568852,auto,2024-12-10,20,16,1,4643.540531804717
1288,35127.63042779716,health,2025-04-08,45,1,1,49064.39660645999
1289,3416.99056825752,home,2025-06-16,23,22,1,2428.477971358711
1290,7949.991865786572,home,2025-01-05,61,25,0,5783.888403729052
1291,39752.635292539446,life,2025-08-25,61,2,0,30991.21142548318
1292,13358.30382890173,health,2025-07-29,38,3,1,8381.1076464129
1293,56797.33074132966,auto,2025-08-16,45,26,1,64707.09077737267
1294,68977.55041681285,home,2025-05-17,57,21,1,39671.95204968161
1295,80078.61124099737,life,2024-11-09,71,25,1,50786.04954588508
1296,20095.00940005653,home,2025-05-24,71,20,0,23003.89718160586
1297,16831.509967681068,health,2025-09-03,18,17,1,14132.756103102674
1298,10546.327249406586,auto,2024-12-18,53,20,1,12739.413080600216
1299,63679.381929409305,life,2025-01-12,38,22,1,67336.1541774581
1300,70676.92507604143,home,2025-09-13,77,21,1,53433.25180436951
1301,3255.4558680816394,auto,2025-03-28,60,29,0,3746.4696045728497
1302,93627.6033997446,home,2024-11-03,52,1,1,57700.22772416283
1303,5291.931236782094,home,2025-06-02,30,20,0,5484.612480346509
1304,54175.50389657694,health,2025-07-09,74,6,0,50770.470816536974
1305,70935.14589314655,health,2025-03-23,66,29,1,54469.22462464831
1306,87109.81546223395,home,2025-06-15,71,15,1,96169.67162247187
1307,71437.28452002954,life,2025-04-01,71,26,1,97964.34800788696
1308,80192.6354986722,health,2025-08-14,27,26,1,120201.11823534711
1309,34011.074235026324,health,2025-09-02,70,14,1,37676.201762530916
1310,81501.02886327657,health,2025-06-30,61,20,1,73734.45957647756
1311,8103.473153829047,health,2024-11-17,64,15,0,5876.696267568201
1312,89492.1839404467,auto,2024-09-18,70,14,1,67754.18249274022
1313,54804.47837775825,home,2025-07-03,27,25,1,53678.51917199651
1314,81748.04721925312,auto,2025-07-19,63,21,1,70898.25847650072
1315,45286.59662337819,auto,2024-12-18,30,24,1,64026.84798638984
1316,64393.411750132844,home,2025-03-11,54,25,0,55912.50756952826
1317,52687.62582751771,health,2025-08-07,55,26,1,46019.721799339895
1318,73185.79322335766,life,2025-03-06,41,5,1,64662.174132693166
1319,8254.835204855899,health,2024-09-18,19,6,1,11033.579568064843
1320,6129.173190657323,health,2024-10-09,39,17,1,7053.380924256388
1321,24785.61307761363,health,2025-02-23,34,11,0,27615.35802713369
1322,16038.513543307516,health,2024-11-17,53,16,1,13378.414161559038
1323,87191.17830256095,life,2025-07-24,31,12,1,114909.61806788703
1324,21999.477337068627,auto,2025-03-25,27,15,0,11843.723566991504
1325,97588.93905633122,life,2025-04-12,52,23,1,133774.64170989528
1326,33755.88959793357,home,2025-04-01,42,4,1,34186.27380776217
1327,18293.57977730106,health,2025-07-06,20,27,0,16432.212331453255
1328,78990.88086353366,life,2025-06-25,64,18,1,78767.12187218454
1329,65904.90677253752,home,2025-02-02,55,21,1,76938.41170464458
1330,49869.752073668584,life,2024-10-21,34,28,0,25571.48469239647
1331,55580.81873866936,health,2025-01-07,29,3,1,76231.97512449132
1332,71948.25764939915,health,2024-10-16,71,22,1,68116.25929397394
1333,22922.628658996742,home,2025-04-04,69,8,0,19323.008503051755
1334,99633.75821406851,life,2025-06-16,41,23,1,63590.80436758504
1335,97481.83689846363,health,2024-09-16,46,3,1,91580.81039496373
1336,65067.536066058994,home,2024-11-30,60,8,1,64828.267853982165
1337,20034.290847821598,life,2024-09-23,42,18,1,18103.920701154922
1338,68054.801418886,life,2024-11-03,53,10,1,80213.47862575503
1339,7312.621057019666,home,2025-03-15,75,25,0,6734.1673475410325
1340,3162.184970360026,life,2025-05-22,77,20,0,4621.272700086387
1341,25842.520562270245,life,2024-10-08,43,17,0,28408.101857997568
1342,46316.0333782577,health,2024-11-16,55,8,0,60557.19170898928
1343,86840.42329029721,health,2025-06-16,18,23,1,52916.72456046848
1344,72744.19006965417,health,2025-03-04,37,11,1,65272.72836190271
1345,74296.3814678781,home,2025-04-09,72,29,1,62174.75605723463
1346,42606.78411136273,auto,2024-09-26,45,5,0,45567.20522224041
1347,34658.90575544159,life,2025-04-16,33,26,0,47174.70521426631
1348,37166.77242216181,home,2025-07-10,64,13,1,21494.964922599163
1349,98766.19141723217,auto,2025-06-15,34,21,1,56551.03210436696
1350,4106.908222107,auto,2025-09-13,57,23,0,5545.630898089124
1351,86716.44646263261,home,2024-09-19,45,5,1,61815.82632182827
1352,57909.673316382105,auto,2024-11-24,75,24,1,67682.11915264712
1353,43917.68037704009,health,2025-02-25,29,27,0,45800.78848922635
1354,72553.24027547214,home,2024-11-27,44,13,1,96705.749251491
1355,48718.227248327814,life,2025-08-28,71,6,1,30453.223559819402
1356,87354.9814843579,health,2025-06-12,70,29,1,55014.67930986271
1357,90080.11621472472,life,2024-11-09,59,5,1,95198.32071172475
1358,42229.92059465819,auto,2025-04-04,76,9,1,61080.455681132655
1359,27755.096943781653,health,2024-11-04,64,27,1,25395.851486923184
1360,59275.79782647689,life,2025-05-23,47,16,1,49017.65274889948
1361,91245.09822710743,home,2024-10-21,58,2,0,100979.97600208214
1362,21145.15268166609,auto,2024-11-28,51,1,0,30247.054061800274
1363,62334.36169799193,life,2025-07-22,54,8,0,83336.54309664927
1364,63192.8659872428,auto,2025-01-02,23,28,1,94503.89539918235
1365,73337.99093928657,life,2025-07-03,24,19,1,38324.13002005175
1366,13243.611744213254,home,2025-03-28,49,11,0,8116.455322854684
1367,71610.91397174065,health,2025-08-05,49,28,1,79450.00055686667
1368,90912.34881449754,life,2025-05-15,70,12,1,120056.7058889261
1369,18050.342576137173,auto,2025-03-20,42,12,0,14173.929384610661
1370,23830.578159895376,home,2025-04-03,50,7,0,17615.82761006075
1371,97142.3698947598,health,2025-06-20,72,26,1,125019.87914909278
1372,18179.597575678028,auto,2024-10-23,75,13,1,10114.798201461455
1373,85453.07082762095,home,2025-07-30,24,27,1,74291.41696017927
1374,49278.557859158675,auto,2024-09-16,69,8,1,49564.82797079152
1375,24798.384332877387,home,2024-10-05,74,29,0,26294.93395339637
1376,87087.91513712388,health,2024-10-21,79,29,1,106997.53251095352
1377,44585.99497476628,health,2025-03-26,29,22,1,38114.14712907978
1378,51530.25365757605,auto,2025-01-28,33,28,1,57336.9065218963
1379,35987.41360303659,home,2025-09-08,33,26,1,39059.85425454886
1380,59335.79005834925,life,2025-05-01,60,9,1,62161.12901013722
1381,16436.034871243774,health,2025-05-29,70,7,1,18745.023176156334
1382,39169.04551151089,life,2025-05-09,53,26,0,29746.8991452447
1383,96944.29100129522,life,2024-09-24,30,21,1,56678.358901052816
1384,25887.529926842642,auto,2025-08-10,24,24,0,16031.41394277474
1385,65707.99278767509,auto,2025-03-18,53,15,1,47610.85397349896
1386,32586.487416047017,auto,2025-05-05,64,2,0,32592.937439469446
1387,77369.96525609141,home,2025-07-20,68,23,1,103710.00903752519
1388,13174.278705763149,health,2025-09-13,26,20,0,15826.173296050043
1389,96985.12240334661,health,2025-08-20,49,25,1,125017.7607814194
1390,45433.57518422556,life,2025-02-28,28,12,1,38662.86498958933
1391,23681.441288311747,auto,2025-02-01,25,1,0,21423.504469101685
1392,7442.325058268265,home,2025-02-11,50,23,0,6651.07109422838
1393,17058.81471824532,health,2025-06-20,40,22,0,11802.536461278769
1394,52025.41746074616,home,2025-02-14,42,8,1,29197.5309258442
1395,33766.6173254855,auto,2025-01-04,73,5,0,36836.546240710784
1396,82905.44825167269,auto,2025-03-04,25,15,1,123464.17668285304
1397,43145.66361381442,health,2025-03-18,62,1,1,28770.810137483157
1398,24946.55583150423,life,2024-12-08,39,1,1,13637.903381853066
1399,61752.7841617426,life,2025-03-05,76,25,1,79014.64377578483
1400,70707.04396685604,auto,2025-07-24,21,10,0,53213.13186349741
1401,16787.48659930489,auto,2025-01-11,57,22,1,22321.377564211045
1402,16845.159707202936,life,2024-11-22,20,10,1,20280.505433554015
1403,3763.475550660943,auto,2024-10-15,46,21,0,5440.75701092823
1404,73666.56130505749,health,2024-09-27,58,15,1,66957.54393470532
1405,66414.07230941833,health,2025-05-21,46,17,1,77171.14893863763
1406,47515.62448740641,home,2025-06-22,51,22,1,45845.677450002186
1407,84432.6278520228,life,2025-01-25,51,6,1,95458.57473355549
1408,80586.44827971031,auto,2025-08-07,45,3,0,76524.80312546201
1409,58576.901003235536,home,2025-08-27,30,13,1,40337.94292641873
1410,86840.30092327454,health,2025-04-16,32,16,1,87526.11490552442
1411,20663.53688267315,life,2025-09-03,77,8,0,21254.187583337498
1412,11280.769977833015,health,2025-04-03,40,15,0,14784.620544285643
1413,27047.986190547264,auto,2025-05-03,61,17,1,33418.34698843999
1414,5802.976923322553,home,2025-07-22,43,17,0,6753.4559372882795
1415,53163.8358473031,auto,2025-08-07,21,22,1,32610.010858810987
1416,93666.90866026665,auto,2025-03-22,43,26,1,114331.35460683168
1417,4030.419712784114,life,2025-06-18,57,13,0,4031.649620970831
1418,12298.780409601677,life,2025-03-05,26,17,1,17145.724063697216
1419,45274.68292551518,auto,2025-06-23,72,6,1,64284.20633791537
1420,93394.1142510377,life,2025-08-06,22,17,1,51848.35804987971
1421,31683.994887177374,home,2024-12-07,73,16,1,41843.20044606525
1422,50772.75738797041,home,2025-07-28,49,14,1,27300.379152075056
1423,4253.128619134171,auto,2025-03-24,37,13,1,3688.1839526873673
1424,14919.485776112677,home,2024-11-13,67,6,0,15550.57966072128
1425,98664.3492835888,auto,2024-11-03,28,3,1,63944.443566719754
1426,96515.35777396095,home,2025-01-09,32,14,1,120288.42351873375
1427,593.5040953475207,health,2024-09-18,49,14,0,301.7105988153416
1428,95185.99736378157,auto,2025-08-29,45,15,1,63641.2672616691
1429,63948.08178776849,home,2025-02-05,39,8,1,69114.88407143096
1430,86805.03762255021,health,2024-10-14,58,29,1,105414.95801100419
1431,45528.51157782252,auto,2025-06-21,34,15,0,64497.651902642385
1432,51608.043255067096,home,2024-11-07,76,22,1,62213.323356880624
1433,48935.77336766633,home,2025-02-03,43,29,0,57341.924806121555
1434,66719.73932885582,health,2025-06-25,61,27,1,59670.20815558642
1435,14051.160350155658,life,2025-08-17,24,13,1,7043.627844112749
1436,3094.3616282805274,life,2025-07-24,59,17,1,1918.997013654404
1437,30862.201164959974,health,2025-03-28,74,21,1,31928.630476384467
1438,70497.608197391,health,2025-05-31,43,24,1,82843.84627330472
1439,20265.15986708254,auto,2025-06-08,42,3,0,18592.23614294234
1440,67375.90008915924,life,2025-02-16,27,28,1,82918.10612256207
1441,96994.21340611632,auto,2024-09-22,76,6,1,99114.72954511321
1442,9480.681507362897,home,2024-12-04,62,5,0,5443.5816395389775
1443,67292.95161069011,health,2024-12-11,36,22,1,46567.81609019737
1444,44430.64690852666,auto,2025-05-01,28,26,0,59536.987915004705
1445,86827.41121231279,health,2024-10-10,30,17,1,106356.0027503637
1446,17797.263965793853,auto,2025-04-22,70,23,1,24822.94725231651
1447,69293.33262739383,home,2025-04-14,25,25,1,42792.59987979537
1448,83827.7174358462,home,2025-05-15,57,2,1,124921.95354824296
1449,94466.96052545492,life,2025-07-26,21,26,1,67015.49604320107
1450,68356.47802613562,life,2025-08-19,64,15,1,34983.469867606254
1451,49767.758924441885,home,2025-02-24,48,5,1,74523.38383874652
1452,61822.93929610126,auto,2024-11-25,45,26,1,48288.28340564318
1453,86903.60794942395,health,2024-12-06,28,20,1,101505.10457845233
1454,57103.91368921909,home,2025-01-05,60,6,1,38641.20846374476
1455,3135.6672637140023,home,2025-06-27,18,6,0,3387.2372457466754
1456,93101.77468114709,auto,2025-08-17,66,27,1,130718.14895333977
1457,68983.72242805296,home,2025-03-13,64,18,1,56579.149994599844
1458,67683.68723914692,home,2025-09-12,69,18,1,79207.10410495455
1459,21645.947724531947,auto,2025-02-07,55,4,0,14890.325122648444
1460,65922.65847624246,home,2025-07-31,41,17,1,74149.5029253835
1461,39447.05412485043,life,2025-04-16,71,25,0,32995.50230089551
1462,65158.17440644506,life,2024-10-10,77,14,1,46341.031752377836
1463,10748.643727768273,life,2024-10-28,74,14,0,8740.604148829369
1464,65818.7459298433,life,2024-11-10,64,13,0,44680.467814858195
1465,99941.43120448959,home,2025-01-11,48,7,0,140109.50224594556
1466,4916.3826821695475,health,2025-06-03,58,12,1,4410.914070559151
1467,97719.7010037096,life,2025-07-26,63,23,1,72828.47084634769
1468,40750.105276214774,life,2025-08-31,67,15,1,38647.71936618683
1469,87088.26968869219,home,2025-05-31,43,19,1,71459.07498416981
1470,78260.30985742153,home,2025-06-18,66,11,1,97388.63639597218
1471,56744.92447256811,auto,2024-10-22,67,15,0,83484.26278248068
1472,73871.07600420751,life,2025-04-17,22,12,1,69293.55554841657
1473,87863.70457400466,auto,2025-08-03,37,3,1,119585.43657051405
1474,40473.618132938194,life,2025-01-14,69,17,0,43139.335021251856
1475,32770.612840167545,health,2025-07-16,58,3,0,21538.015525553143
1476,66792.57921780211,home,2025-04-09,28,19,1,79524.76381898478
1477,80803.80959993173,home,2025-02-22,73,20,1,81889.36814775734
1478,76252.28496418391,auto,2025-01-15,71,4,1,87736.37649266829
1479,79801.58352097758,auto,2025-01-06,50,3,1,110899.25612238895
1480,43614.773149812005,home,2024-10-10,67,26,1,41016.840461404296
1481,81801.63819588466,home,2025-05-01,55,16,1,114618.62498259572
1482,12108.884631523782,home,2025-07-29,44,12,1,15144.206806158127
1483,54494.46088628887,life,2024-10-20,51,8,1,53873.49246525035
1484,675.2901837623449,life,2024-12-09,32,24,0,744.9950787191528
1485,32526.124407037,health,2025-02-27,49,29,1,26852.954624415866
1486,36709.50733365265,life,2025-06-11,78,29,1,54462.1259549478
1487,39677.65189176461,home,2025-03-08,75,17,1,46317.75308296016
1488,69577.17394831723,life,2025-03-02,38,7,1,37839.32705740284
1489,38916.95431690754,auto,2025-03-08,63,11,0,32169.606943350307
1490,44924.492899990815,home,2025-06-10,22,18,0,50464.33130386598
1491,23830.658674345315,life,2025-01-28,23,1,0,13257.788452413415
1492,37387.85398377107,home,2025-08-22,55,3,1,19586.905649446097
1493,22804.235763588833,auto,2025-05-02,79,4,0,21664.5767393162
1494,7412.272784467519,auto,2025-01-31,39,13,0,6172.126756829346
1495,60384.514478799654,life,2025-01-18,79,6,1,56658.705882216265
1496,66854.45857564612,home,2025-05-02,35,26,0,50989.44829129523
1497,61987.08556636049,health,2025-05-21,31,14,0,41203.91585723292
1498,46403.05497567718,auto,2025-04-29,27,5,1,55179.88456791993
1499,38040.59943990506,health,2024-11-29,63,16,0,38594.89343724074
1500,86347.03159222534,life,2025-08-13,30,15,0,60456.23779817869
1501,51956.27033510819,auto,2025-06-28,48,15,1,42582.809794560686
1502,47970.26957521012,health,2024-09-22,47,4,1,52374.31965495587
1503,2661.6423740629252,auto,2024-10-07,20,8,1,1523.0698810444385
1504,34190.65797985302,health,2025-07-26,47,27,0,22136.844397846555
1505,38081.54231670712,home,2025-08-01,23,16,0,21830.076730681914
1506,39942.395811600356,home,2024-10-06,46,28,0,52417.09833369097
1507,58059.219685810494,life,2025-03-21,25,16,1,72713.90280759352
1508,53406.89441801516,auto,2024-12-10,61,4,1,66935.55142560852
1509,60829.71877006512,health,2025-02-14,62,13,1,73988.72857654963
1510,76511.83782805862,life,2024-11-16,60,26,1,89471.82789432464
1511,81317.27529773774,home,2025-05-20,61,28,0,79446.32054647115
1512,71840.4953150268,home,2024-12-04,50,13,1,82061.82905389031
1513,95556.81722589798,life,2025-08-13,34,2,1,51444.11669232475
1514,1921.4350093685268,auto,2025-02-27,65,3,0,2154.821003454009
1515,19658.220769786254,health,2024-12-20,28,22,0,25120.80205223184
1516,855.5312103163978,home,2025-02-11,30,8,1,855.8377988097847
1517,64782.72394404484,life,2024-12-13,67,24,1,55552.04923384075
1518,89813.2518401037,home,2024-09-27,28,15,1,69823.22311990985
1519,24423.881427972297,home,2025-01-13,48,11,1,27911.661768802354
1520,92710.75102515104,health,2024-11-24,45,9,1,110585.4949486792
1521,6120.712289927129,auto,2025-05-16,61,7,1,8391.298237570563
1522,93450.15907787088,auto,2025-01-13,23,13,1,78716.25400269199
1523,35227.106455239475,health,2025-04-13,58,2,1,44730.404246187085
1524,10231.94076207673,life,2025-08-04,33,8,1,10859.729920590431
1525,48638.58874271393,life,2025-02-23,21,7,0,67259.21536850886
1526,25751.979115278744,auto,2025-08-27,52,24,0,26468.195947259443
1527,28558.80290599609,home,2024-12-30,77,12,1,29062.289700480167
1528,30798.267496136028,home,2024-11-25,65,19,1,33196.74668217152
1529,80322.28719348308,life,2024-12-23,73,7,1,100347.86675097891
1530,53962.211539857926,health,2024-11-25,76,10,1,79037.93745895721
1531,31199.639145684763,home,2024-10-02,43,29,0,17894.96967872046
1532,61072.344952760744,life,2024-10-31,79,25,1,33799.548946018185
1533,71643.45235489703,health,2025-06-30,74,16,1,102991.0691058088
1534,27335.137673280024,auto,2025-07-14,29,3,0,28151.792009895547
1535,41413.555242382616,health,2025-01-27,28,10,1,46172.09758366672
1536,12276.42072436106,auto,2025-06-17,54,6,1,12060.645462718963
1537,18196.820018514565,life,2025-06-20,42,18,1,10802.677817748054
1538,68143.67361110178,health,2025-05-28,35,18,1,86412.26871266654
1539,18225.690934793132,life,2025-06-07,36,5,1,22731.53090764164
1540,52563.82202833931,auto,2025-07-11,40,21,1,42666.22893076006
1541,70933.72154607103,home,2025-08-23,72,29,0,57189.55012054583
1542,10777.00461716491,home,2025-02-09,55,7,1,14417.922739053052
1543,56774.49074092747,auto,2025-08-04,71,28,1,32495.291830137583
1544,25730.62209176624,home,2024-09-29,35,2,1,35536.69464135555
1545,96296.39483623422,home,2025-02-03,43,11,1,72863.79284766919
1546,48406.21010732048,health,2025-06-02,23,13,0,52907.249343949115
1547,80618.6557225383,health,2024-10-27,21,23,1,115767.92033651336
1548,55067.63156141055,home,2025-06-30,61,5,1,64876.41584882738
1549,4436.912032196435,health,2024-11-13,68,6,0,4057.2446375341237
1550,63351.82242184283,auto,2025-05-04,46,24,1,75359.15996728317
1551,95145.19388644503,health,2025-04-03,76,26,0,80300.6061335324
1552,60201.02083261849,health,2025-08-10,78,29,1,46791.750114965405
1553,81936.96705673634,health,2025-07-31,51,14,1,122633.68843850201
1554,88432.22568850593,life,2025-02-27,34,12,0,110610.16401266948
1555,22885.169217698352,auto,2024-12-03,60,4,1,26197.110389262725
1556,21283.27950683184,home,2025-02-22,60,29,1,18203.368535935246
1557,61137.00078621407,home,2024-12-05,70,23,1,33574.04604381015
1558,41161.7441336898,life,2025-03-31,33,6,1,21859.227251795695
1559,84002.14415638536,health,2025-04-25,19,10,1,88553.4857871693
1560,90012.31002746131,auto,2024-12-21,51,18,1,113598.48055096767
1561,35406.79579234154,auto,2025-01-22,72,15,0,36730.27315527015
1562,23763.368841550757,home,2025-09-07,25,8,0,31861.570201734346
1563,78074.4989728618,life,2024-09-20,30,26,1,41647.00931008396
1564,27553.122951258796,life,2024-10-29,59,9,1,23881.72653002279
1565,82279.17041951646,life,2024-11-17,25,5,0,60645.54032659986
1566,42431.45153951141,life,2024-12-20,47,10,1,40194.16704304806
1567,66788.2349392179,auto,2025-02-11,49,20,1,38228.00902231121
1568,9643.977852083352,health,2025-07-18,53,6,1,14023.61334532503
1569,62423.54653518964,home,2025-02-13,64,16,0,45148.1671854805
1570,45231.59110584919,auto,2025-06-29,47,24,0,64333.24372734347
1571,58702.18547122987,life,2025-06-30,18,27,1,54351.951713505485
1572,16884.619353711856,life,2024-11-27,60,3,1,25082.509530767085
1573,73713.6871199238,home,2024-11-16,56,10,1,77698.52988451862
1574,86293.42804656853,health,2024-11-19,34,11,1,123471.47281142061
1575,21752.306029068488,health,2025-07-24,76,11,0,10992.505853557006
1576,9661.884096464157,health,2025-07-21,37,17,0,12060.338670028643
1577,2461.494746029006,life,2024-11-29,41,4,1,3453.601811024407
1578,64232.95289428227,auto,2025-07-24,67,4,1,41091.1410442627
1579,60748.694205269196,auto,2025-04-20,39,17,1,36213.867074732116
1580,54715.071530135596,health,2024-12-13,46,9,1,50588.05633698352
1581,23271.514901985945,home,2025-03-21,39,19,0,33363.88002873551
1582,39151.508990960916,health,2025-02-15,61,5,0,40811.00678335279
1583,59488.18588509869,health,2025-05-01,26,22,1,61121.52110272455
1584,49727.00920003102,home,2025-03-01,54,24,0,31881.28438305055
1585,98779.77346946724,health,2024-10-13,27,6,1,49467.874461673404
1586,13730.33128041764,home,2025-01-08,53,3,1,17988.65746969161
1587,69544.94094935463,home,2024-11-25,54,22,1,40862.83828622079
1588,40491.44493361878,auto,2024-11-06,45,1,1,45911.21749831501
1589,42877.14153106891,home,2025-01-14,45,20,0,60654.70993242677
1590,71788.01678925181,health,2025-08-25,59,22,1,50872.715439552856
1591,69274.37151730452,home,2025-06-17,60,16,1,80723.5433764989
1592,99126.4737708486,health,2025-04-25,38,23,0,57364.34928522436
1593,12926.589516467111,home,2025-02-19,41,11,0,14267.789671077937
1594,10500.553973478218,auto,2025-07-02,59,13,1,6971.650870573384
1595,72461.44783116125,health,2024-11-01,77,27,1,89558.98444700858
1596,57880.85300894027,health,2024-11-06,57,10,0,46375.95080012909
1597,27488.650589324607,health,2024-09-30,19,3,0,26482.318821927867
1598,8033.9949619997615,home,2024-09-23,72,9,1,8832.81943571858
1599,8657.25913468341,auto,2025-02-20,25,28,0,5811.387866360391
1600,89429.66837894541,auto,2025-08-25,65,12,1,111039.25836573102
1601,19267.545739402416,auto,2025-02-23,44,23,1,15464.909475509361
1602,32404.819055340526,auto,2025-03-28,39,14,0,37666.4497954924
1603,22742.974582476105,home,2024-09-25,54,1,1,14971.314690130685
1604,35564.13095261054,health,2025-05-15,44,18,0,42254.372019123744
1605,7035.441890334728,life,2025-08-19,74,17,0,4419.580682459365
1606,51954.07311173621,auto,2025-01-13,46,27,1,48076.039061630785
1607,6854.495102862269,life,2025-04-29,20,9,1,5121.7203732720745
1608,80055.61513145392,home,2025-03-07,61,9,0,99939.44850785537
1609,23447.83698285226,home,2025-09-03,30,23,1,17868.072560904282
1610,54047.190268990606,life,2025-03-25,62,10,1,74677.93815670918
1611,88019.90084738968,health,2025-04-11,27,19,0,122507.877005403
1612,65122.6491678147,life,2025-04-07,53,29,1,45354.10343722493
1613,53342.482876478396,home,2025-04-23,26,15,0,59415.30824860943
1614,32500.941936226023,life,2025-01-05,71,5,1,19101.37694843625
1615,33366.89111451397,auto,2024-09-22,73,15,1,29747.82132695716
1616,66981.74682429919,auto,2024-09-28,72,20,1,81270.40890187505
1617,99414.52218599463,health,2025-07-25,44,23,1,115263.50809691894
1618,66217.73506595292,life,2025-05-20,51,25,1,74475.13095526666
1619,55822.56339526549,life,2025-07-07,68,28,1,43683.436971182564
1620,73091.98597290069,life,2025-04-13,18,2,1,64176.58728791615
1621,46574.04066714345,life,2025-01-30,49,13,1,28081.638263368484
1622,6108.220025818443,health,2025-04-02,42,24,0,7446.059603702201
1623,56273.45190620319,home,2025-04-29,46,16,1,56492.28792540992
1624,95766.76592208748,health,2025-02-12,24,15,1,115759.57536751036
1625,17612.763941530196,home,2024-11-08,66,25,1,13190.965507784887
1626,69031.4885929845,home,2024-10-18,20,10,0,56912.198175641926
1627,20173.275497039744,home,2025-07-30,37,14,1,16828.855822404217
1628,53629.18567886082,life,2025-06-09,37,10,1,28195.137311585186
1629,9757.97731970729,health,2025-01-30,70,25,0,8206.926067869286
1630,45092.0565321927,home,2025-05-28,47,14,1,58768.68350774046
1631,75640.71655663509,auto,2025-02-17,52,26,1,105692.65946201855
1632,34822.395271474306,home,2025-01-08,52,23,1,35456.80065972905
1633,66524.68127627308,health,2024-12-23,66,9,1,63564.44573339725
1634,79565.45108289394,life,2025-03-06,56,25,1,42235.30023272057
1635,92725.06416599732,auto,2025-08-16,44,14,0,127886.81070062643
1636,23540.74397735981,home,2024-12-24,43,3,0,12076.642092029184
1637,39991.659989349886,life,2025-06-24,31,20,0,57777.953977352765
1638,15326.359731708702,health,2025-08-11,34,16,0,15161.084079845094
1639,99249.10186562169,health,2025-04-07,35,2,1,83561.24231697865
1640,92707.3966956371,auto,2024-09-15,62,10,1,132035.58342019786
1641,54041.717315027905,auto,2024-12-28,69,3,0,28338.989812202595
1642,84219.12610820448,home,2025-02-19,46,11,1,91076.65959753141
1643,52143.701929477014,life,2025-07-06,37,11,1,54695.2249016273
1644,62396.21023147569,life,2024-12-19,70,21,1,44882.86697777484
1645,9003.53076839006,health,2024-11-26,44,21,0,8363.26656853243
1646,75551.51500763111,health,2025-08-30,35,22,1,87055.29133781389
1647,12858.577015159959,home,2025-06-17,21,13,1,15779.161002811685
1648,82624.15626222758,home,2025-06-07,18,7,1,41371.30797690418
1649,78224.60595827155,health,2025-06-03,67,23,1,112397.29338866056
1650,70903.59530452335,health,2025-08-15,18,17,1,47117.23807372764
1651,3712.422014423735,life,2025-05-09,75,2,0,2723.360153357609
1652,30382.52275893833,life,2025-08-28,43,12,1,23196.24933963841
1653,26384.945734093202,life,2025-01-23,62,25,0,14190.355117628047
1654,36077.627106404754,home,2025-08-19,37,10,1,22478.24218274535
